"pid","yearbuilt","location","totval","bedrooms","bathrooms","halfbaths","multibuilding","zone","neighborhood","landval","acres","exval","address"
"6720",1968,"181 WEYBOSSET ST",130600,3,1,0,FALSE,"RS2","0800","37,300",0.11,3200,"181 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6721",1968,"185 WEYBOSSET ST",134100,3,1,0,FALSE,"RS2","0800","37,300",0.11,0,"185 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6722",1968,"191 WEYBOSSET ST",127100,3,1,0,FALSE,"RS2","0800","37,300",0.11,0,"353 JACKSON HILL RD, MIDDLEFIELD, CT 06455"
"6723",1968,"195 WEYBOSSET ST",129000,2,1,0,FALSE,"RS2","0800","37,300",0.11,0,"195 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6724",1968,"199 WEYBOSSET ST",129000,2,1,0,FALSE,"RS2","0800","37,300",0.11,0,"199 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6725",1951,"205 WEYBOSSET ST",116400,2,1,0,FALSE,"RS2","0800","42,100",0.32,0,"205 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6726",1930,"85 CRANSTON ST",123300,4,1,0,FALSE,"RS2","0800","39,200",0.17,0,"85 CRANSTON ST, NEW HAVEN, CT 06513"
"6727",1972,"67 CRANSTON ST",96100,1,1,0,FALSE,"RS2","0800","39,200",0.17,0,"67 CRANSTON ST, NEW HAVEN, CT 06513"
"6728",1960,"95 CRANSTON ST",124800,4,1,0,FALSE,"RS2","0800","37,300",0.11,0,"95 CRANSTON ST, NEW HAVEN, CT 06513"
"6729",2009,"115 CRANSTON ST",82000,0,0,0,FALSE,"RS2","0800","37,300",0.11,0,"115 CRANSTON ST, NEW HAVEN, CT 06513"
"6730",1930,"115 CRANSTON ST",223100,2,1,0,FALSE,"RS2","0800","37,300",0.11,3700,"115 CRANSTON ST, NEW HAVEN, CT 06513"
"6731",1993,"125 CRANSTON ST",205900,3,1,1,FALSE,"RS2","0800","39,500",0.18,0,"125 CRANSTON STREET, NEW HAVEN, CT 06513"
"6732",1920,"155 CRANSTON ST",209700,6,4,0,FALSE,"RS2","0800","44,200",0.5,2400,"125 CRANSTON ST, NEW HAVEN, CT 06513"
"6733",1970,"163 CRANSTON ST",129000,3,1,1,FALSE,"RS2","0800","35,800",0.12,0,"163 CRANSTON ST, NEW HAVEN, CT 06513"
"6734",1950,"171 CRANSTON ST",249600,6,3,0,FALSE,"RS2","0800","38,300",0.22,3700,"163 CRANSTON ST, NEW HAVEN, CT 06513"
"6735",1977,"40 PORTLAND ST",161300,5,3,0,FALSE,"RS2","0800","38,600",0.15,0,"40 PORTLAND ST, NEW HAVEN, CT 06513"
"6736",1975,"20 PORTLAND ST",259999,4,4,NA,FALSE,"RS2","0800","39,900",0.2,0,"20 PORTLAND ST, NEW HAVEN, CT 06513"
"6737",NA,"SMITH AV",39200,NA,NA,NA,FALSE,"RS2","0800","39,200",0.17,0,"163 CRANSTON ST, NEW HAVEN, CT 06513"
"6738",1989,"534 SMITH AV",146500,3,1,1,FALSE,"RS2","0800","37,300",0.11,0,"534 SMITH AV, NEW HAVEN, CT 06513"
"6739",1942,"520 SMITH AV",207400,5,2,0,FALSE,"RS2","0800","40,400",0.22,0,"520 SMITH AV, NEW HAVEN, CT 06513"
"6741",1959,"486 SMITH AV",107300,2,1,0,FALSE,"RS2","0800","37,300",0.11,0,"4 VIXEN ROAD, TRUMBULL, CT 06611"
"6742",1950,"476 SMITH AV",142100,3,1,1,FALSE,"RS2","0800","37,700",0.12,0,"476 SMITH AV, NEW HAVEN, CT 06513"
"6743",1962,"466 SMITH AV",119300,2,1,0,FALSE,"RS2","0800","38,300",0.14,0,"466 SMITH AV, NEW HAVEN, CT 06513"
"6744",1956,"456 SMITH AV",209200,4,1,0,FALSE,"RS2","0800","38,600",0.15,0,"140 GOGSWELL ST, BRIDGEPORT, CT 06604"
"6745",1956,"446 SMITH AV",112800,2,1,0,FALSE,"RS2","0800","39,200",0.17,0,"446 SMITH AV, NEW HAVEN, CT 06513"
"6746",1960,"438 SMITH AV",126700,4,1,0,FALSE,"RS2","0800","39,400",0.18,0,"438 SMITH AV, NEW HAVEN, CT 06513"
"6747",1957,"428 SMITH AV",81700,2,1,0,FALSE,"RS2","0800","39,600",0.19,0,"428 SMITH AV, NEW HAVEN, CT 06513"
"6748",1955,"418 SMITH AV",132200,3,1,0,FALSE,"RS2","0800","38,600",0.15,0,"418 SMITH AV, NEW HAVEN, CT 06511"
"6749",1955,"408 SMITH AV",119400,3,1,0,FALSE,"RS2","0800","38,300",0.14,0,"408  SMITH AV, NEW HAVEN, CT 06513"
"6750",1955,"398 SMITH AV",128100,3,1,0,FALSE,"RS2","0800","38,000",0.13,0,"398 SMITH AV, NEW HAVEN, CT 06513"
"6751",1955,"380 SMITH AV",158900,4,2,0,FALSE,"RS2","0800","40,900",0.25,3200,"380 SMITH AV, NEW HAVEN, CT 06513"
"6752",1956,"358 SMITH AV",119300,2,1,0,FALSE,"RS2","0800","37,700",0.12,0,"358 SMITH AV, NEW HAVEN, CT 06513"
"6753",1956,"348 SMITH AV",124400,3,1,0,FALSE,"RS2","0800","37,300",0.11,0,"348 SMITH AV, NEW HAVEN, CT 06513"
"6754",1958,"336 SMITH AV",225900,5,3,0,FALSE,"RS2","0800","36,900",0.1,0,"336 SMITH AV, NEW HAVEN, CT 06511"
"6755",1929,"724 MIDDLETOWN AV",287400,NA,NA,NA,FALSE,"IL","0800","44,300",0.53,0,"724 MIDDLETOWN AV, NEW HAVEN, CT 06511"
"6756",NA,"730 MIDDLETOWN AV",32100,NA,NA,NA,FALSE,"IL","0800","32,100",0.37,0,"PO BOX 733, STIGLER, OK 74462"
"6758",1968,"631 MIDDLETOWN AV",764000,0,0,NA,FALSE,"RM1","MID1","117,900",0.57,0,"P.O.BOX 993, MIDDLEBURY, CT 06762"
"6759",1974,"641 MIDDLETOWN AV",170900,4,2,0,FALSE,"RM1","0800","38,300",0.14,0,"641 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6760",1930,"645 MIDDLETOWN AV",171000,5,2,0,FALSE,"RM1","0800","41,300",0.27,0,"645 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6761",NA,"MIDDLETOWN AV",1600,NA,NA,NA,FALSE,"RM1","0800","1,600",0.03,0,"47 CHURCH ST, NEW HAVEN, CT 06510"
"6762",NA,"WEYBOSSET ST",1500,NA,NA,NA,FALSE,"RS2","0800","1,500",0.03,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6763",1971,"647 MIDDLETOWN AV",198100,4,3,0,FALSE,"RM1","0800","39,200",0.17,0,"651 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6764",1971,"653 MIDDLETOWN AV",162700,5,2,0,FALSE,"RM1","0800","39,200",0.17,0,"653 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6765",1972,"657 MIDDLETOWN AV",152000,4,2,0,FALSE,"RM1","0800","35,200",0.17,0,"657 MIDDLETOWN  AVE, NEW HAVEN, CT 06513"
"6766",1970,"661 MIDDLETOWN AV",166100,4,2,0,FALSE,"RM1","0800","39,200",0.17,0,"21 DAYTONA AV, MILFORD, CT 06461"
"6767",1970,"665 MIDDLETOWN AV",168500,4,2,0,FALSE,"RM1","0800","39,200",0.17,0,"665 MIDDLETOWN AV, NEW HAVEN, CT 06511"
"6769",1987,"675 MIDDLETOWN AV #A-1",71000,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"675 MIDDLETOWN AV  UNIT A-1, NEW HAVEN, CT 06513"
"6770",1987,"675 MIDDLETOWN AV #A-2",72900,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"22 REBECCA LANE, SIMSBURY, CT 06070"
"6771",1987,"671 MIDDLETOWN AV #B-1",71000,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"33 WEST TERRACE RD, GREAT NECK, NY 11021"
"6772",1987,"671 MIDDLETOWN AV #B-2",72900,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"22 REBECCA LANE, SIMSBURY, CT 06070"
"6773",1986,"1 WESTMINSTER ST #1",117900,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"1 WESTMINSTER ST, NEW HAVEN, CT 06511"
"6774",1986,"3 WESTMINSTER ST #3",117900,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"3 WESTMINSTER ST, NEW HAVEN, CT 06513"
"6775",1986,"5 WESTMINSTER ST #5",117900,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"5 WESTMINSTER ST UNIT 5, NEW HAVEN, CT 06513"
"6776",1986,"7 WESTMINSTER ST #7",122700,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"7 WESTMINSTER ST UNIT 7, NEW HAVEN, CT 06513"
"6777",1986,"9 WESTMINSTER ST #9",117900,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"9 WESTMINSTER ST 9, NEW HAVEN, CT 06513"
"6778",1986,"11 WESTMINSTER ST #11",127400,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"11 WESTMINSTER ST, NEW HAVEN, CT 06513"
"6779",1964,"35 WESTMINSTER ST",174200,3,1,0,FALSE,"RS2","0800","41,600",0.29,2100,"35 WESTMINSTER ST, NEW HAVEN, CT 06513"
"6780",1958,"310 WEYBOSSET ST",142600,4,2,0,FALSE,"RS2","0800","37,300",0.11,0,"310 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6781",1920,"306 WEYBOSSET ST",175200,3,1,1,FALSE,"RS2","0800","40,600",0.23,0,"39 BRADLEY ST, NORTH HAVEN, CT 06473"
"6782",1947,"296 WEYBOSSET ST",192600,3,1,1,FALSE,"RS2","0800","40,600",0.23,6400,"296 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6783",1966,"286 WEYBOSSET ST",109100,3,1,1,FALSE,"RS2","0800","37,300",0.11,0,"286 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6784",1965,"280 WEYBOSSET ST",118100,3,2,0,FALSE,"RS2","0800","37,700",0.12,0,"P O BOX 1912, NEW HAVEN, CT 06509"
"6785",1965,"276 WEYBOSSET ST",106000,3,1,1,FALSE,"RS2","0800","37,500",0.11,0,"159 HUMPHREY ST, NEW HAVEN, CT 06511"
"6786",1965,"270 WEYBOSSET ST",115800,4,1,1,FALSE,"RS2","0800","37,300",0.11,0,"270 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6787",1950,"266 WEYBOSSET ST",108900,3,1,1,FALSE,"RS2","0800","37,300",0.11,0,"266 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6788",1960,"260 WEYBOSSET ST",122900,3,1,1,FALSE,"RS2","0800","38,900",0.16,0,"260  WEYBOSSET ST, NEW HAVEN, CT 06513"
"6789",1962,"250 WEYBOSSET ST",155300,3,1,1,FALSE,"RS2","0800","39,400",0.18,0,"250 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6790",1947,"244 WEYBOSSET ST",89900,2,1,0,FALSE,"RS2","0800","39,600",0.19,0,"1283 LILAC CT, CHESHIRE, CT 06410"
"6791",1983,"230 WEYBOSSET ST",188000,3,1,2,FALSE,"RS2","0800","39,200",0.17,4100,"230 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6792",1967,"228 WEYBOSSET ST",192600,7,2,0,FALSE,"RS2","0800","40,600",0.23,0,"228 WEYBOSSET ST, NEW HAVEN, CT 06511"
"6793",1930,"30 CRANSTON ST",143100,3,2,0,FALSE,"RS2","0800","37,300",0.11,0,"30 CRANSTON ST, NEW HAVEN, CT 06513"
"6794",1950,"80 CRANSTON ST",140900,6,2,0,FALSE,"RS2","0800","41,900",0.31,0,"80 CRANSTON ST, NEW HAVEN, CT 06513"
"6795",1962,"241 WEYBOSSET ST",133300,3,1,1,FALSE,"RS2","0800","37,700",0.12,0,"241 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6796",NA,"WEYBOSSET ST",2400,NA,NA,NA,FALSE,"RS2","0800","2,400",0.04,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6797",NA,"78 PORTLAND ST",1000,NA,NA,NA,FALSE,"RS2","0800","1,000",0.02,0,"78 PORTLAND ST, NEW HAVEN, CT 06513"
"6798",NA,"PORTLAND ST",2900,NA,NA,NA,FALSE,"RS2","0800","2,900",0.05,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6799",1957,"261 WEYBOSSET ST",148300,3,1,0,FALSE,"RS2","0800","41,600",0.29,0,"261 WEYBOSSET ST, NEW HAVEN, CT 06513"
"6800",1965,"7 PAWTUCKET ST",138300,3,1,0,FALSE,"RS2","0800","41,600",0.29,3200,"7 PAWTUCKET ST, NEW HAVEN, CT 06513"
"6801",1969,"21 PAWTUCKET ST",184400,3,2,0,FALSE,"RS2","0800","43,800",0.45,3200,"21 PAWTUCKET ST, NEW HAVEN, CT 06513"
"6803",2005,"29 PAWTUCKET ST",220600,3,2,0,FALSE,"RS2","0800","41,600",0.29,0,"29 PAWTUCKET ST, NEW HAVEN, CT 06513"
"6804",1965,"59 PAWTUCKET ST",137200,3,1,0,FALSE,"RS2","0800","38,600",0.15,0,"59 PAWTUCKET ST, NEW HAVEN, CT 06513"
"6805",1968,"67 PAWTUCKET ST",139200,3,2,NA,FALSE,"RS2","0800","38,000",0.13,0,"67 PAWTUCKET ST, NEW HAVEN, CT 06513"
"6806",1967,"79 PAWTUCKET ST",124800,3,1,1,FALSE,"RS2","0800","37,700",0.12,0,"79 PAWTUCKET ST, NEW HAVEN, CT 06513"
"6807",1960,"80 PORTLAND ST",144800,4,1,1,FALSE,"RS2","0800","37,700",0.12,0,"80 PORTLAND ST, NEW HAVEN, CT 06513"
"6808",NA,"CRANSTON ST",36500,NA,NA,NA,FALSE,"RS2","0800","36,500",0.09,0,"CRANSTON ST, NEW HAVEN, CT 06513"
"6809",1972,"194 CRANSTON ST",195200,3,1,1,FALSE,"RS2","0800","38,900",0.16,4900,"194 CRANSTON ST, NEW HAVEN, CT 06513"
"6810",1939,"170 CRANSTON ST",193100,3,1,1,FALSE,"RS2","0800","44,100",0.49,3200,"170 CRANSTON ST, NEW HAVEN, CT 06513"
"6811",2006,"140 CRANSTON ST",214400,3,2,NA,FALSE,"RS2","0800","41,200",0.27,0,"140 CRANSTON ST, NEW HAVEN, CT 06513"
"6812",1954,"120 CRANSTON ST",172300,4,1,1,FALSE,"RS2","0800","42,600",0.35,0,"P O BOX 239FH, NEW HAVEN, CT 06513"
"6813",1960,"100 CRANSTON ST",158800,3,1,1,FALSE,"RS2","0800","39,400",0.18,0,"100 CRANSTON ST, NEW HAVEN, CT 06513"
"6814",1980,"100 GANDO DR",1860700,0,0,NA,FALSE,"IL","GAN","0",2.75,110200,"118 GANDO DR, NEW HAVEN, CT 06513"
"6815",1983,"156 GANDO DR",396200,0,0,NA,FALSE,"IL","GAN","130,700",0.8,0,"156 GANDO DR, NEW HAVEN, CT 06513"
"6816",1986,"140 GANDO DR",600800,0,0,NA,FALSE,"IL","GAN","250,300",1.81,27300,"140 GANDO DR, NEW HAVEN, CT 06513"
"6817",NA,"GANDO DR",24200,NA,NA,NA,FALSE,"IL","GAN","24,200",0.19,0,"118 GANDO DR, NEW HAVEN, CT 06513"
"6818",1995,"670 MIDDLETOWN AV",82000,NA,NA,NA,FALSE,"RM1","0800","0",0,4300,"670 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6819",1995,"676 MIDDLETOWN AV",79900,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"C/O BSI FINANCIAL SERVICES, 314 S FRANKLIN ST, TITUSVILLE, PA 16354"
"6820",1995,"680 MIDDLETOWN AV",86800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"P O BOX 4, NEW HAVEN, CT 06513"
"6821",1995,"710 MIDDLETOWN AV",89400,NA,NA,NA,FALSE,"IL","0800","0",0,0,"710 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6822",2001,"147 GANDO DR",162400,3,1,1,FALSE,"RM1","0800","36,100",0.08,0,"P O BOX 4, NEW HAVEN, CT 06513"
"6823",2001,"151 GANDO DR",166600,3,1,1,FALSE,"RM1","0800","36,000",0.08,0,"P O BOX 4, NEW HAVEN, CT 06513"
"6824",2001,"155 GANDO DR",167000,3,1,1,FALSE,"RM1","0800","36,400",0.09,0,"P O BOX 4, NEW HAVEN, CT 06513"
"6825",2001,"159 GANDO DR",165900,3,1,1,FALSE,"RM1","0800","37,700",0.12,0,"P O BOX 4, NEW HAVEN, CT 06513"
"6826",1991,"163 GANDO DR",145400,2,1,1,FALSE,"RM1","0800","36,900",0.1,0,"163 GANDO DR, NEW HAVEN, CT 06513"
"6827",1991,"167 GANDO DR",166900,3,1,1,FALSE,"RM1","0800","36,500",0.09,0,"167 GANDO DR, NEW HAVEN, CT 06513"
"6828",1991,"171 GANDO DR",151700,3,1,1,FALSE,"RM1","0800","36,400",0.09,0,"171 GANDO DR, NEW HAVEN, CT 06513"
"6829",1991,"177 GANDO DR",167100,3,1,1,FALSE,"RM1","0800","37,700",0.12,0,"177 GANDO DR, NEW HAVEN, CT 06511"
"6830",2005,"193 GANDO DR",210500,6,2,2,FALSE,"RM1","0800","36,900",0.1,0,"193 GANDO DR, NEW HAVEN, CT 06513"
"6831",2005,"197 GANDO DR",200500,4,3,0,FALSE,"RM1","0800","28,300",0.22,0,"P O BOX 4, NEW HAVEN, CT 06513"
"6833",1991,"192 GANDO DR",187600,2,1,1,FALSE,"IL","0800","38,600",0.15,0,"192 GANDO DR, NEW HAVEN, CT 06513"
"6834",1991,"196 GANDO DR",162400,3,1,1,FALSE,"IL","0800","36,600",0.09,0,"196 GANDO DR, NEW HAVEN, CT 06511"
"6835",1991,"200 GANDO DR",164900,2,1,1,FALSE,"IL","0800","37,200",0.11,0,"3525 PIEDMONT RD BLDG 7, SUITE 700, ATLANTA, GA 30305"
"6836",2014,"666 MIDDLETOWN AV",241800,4,2,NA,FALSE,"RM1","0800","40,800",0.24,0,"P.O. BOX 4, NEW HAVEN, CT 06513"
"6837",NA,"660 MIDDLETOWN AV",38900,NA,NA,NA,FALSE,"RM1","0800","38,900",0.16,0,"91 FLAT ROCK RD, BRANFORD, CT 06405"
"6838",NA,"MIDDLETOWN AV",1800,NA,NA,NA,FALSE,"RM1","0800","1,800",0.03,0,"135 SUMMIT ST, NEW HAVEN, CT 06515"
"6839",NA,"MIDDLETOWN AV",1000,NA,NA,NA,FALSE,"RM1","0800","1,000",0.02,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6840",1983,"640 MIDDLETOWN AV",790100,14,7,NA,TRUE,"RM1","0800","95,600",0.91,13200,"12 OLD FORGE RD, NORTH HAVEN, CT 06473"
"6842",2005,"628 MIDDLETOWN AV",214700,6,2,2,FALSE,"RM1","0800","41,900",0.31,0,"628 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6843",2005,"624 MIDDLETOWN AV",215500,6,2,2,FALSE,"RM1","0800","41,900",0.31,0,"624 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6845",NA,"MIDDLETOWN AV",60400,NA,NA,NA,FALSE,"RM1","0800","44,600",0.56,0,"606 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6846",1920,"612 MIDDLETOWN AV",233300,4,1,1,FALSE,"RM1","0800","38,300",0.14,0,"612 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6847",2006,"606 MIDDLETOWN AV",263000,3,3,0,FALSE,"RM1","0800","38,300",0.14,0,"606 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6848",1948,"598 MIDDLETOWN AV",145900,3,1,1,FALSE,"RM1","0800","43,400",0.42,3200,"541 EASTERN ST, NEW HAVEN, CT 06513"
"6849",1981,"600 MIDDLETOWN AV",211700,6,3,0,FALSE,"RM1","0800","42,100",0.32,0,"16 LEO RD, HAMDEN, CT 06517"
"6850",1950,"584 MIDDLETOWN AV",198600,5,2,0,FALSE,"RM1","0800","43,300",0.41,0,"584 MIDDLETOWN AVENUE, NEW HAVEN, CT 06513"
"6851",NA,"SCARBORO ST",41200,NA,NA,NA,FALSE,"RM1","0800","41,200",0.27,0,"584 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6854",1970,"720 MIDDLETOWN AV",281000,0,0,NA,FALSE,"IL","GAN","117,300",0.56,0,"720 MIDDLETOWN AV, NEW HAVEN, CT 06511"
"6855",1971,"320 WOONSOCKET ST",2428900,0,0,NA,FALSE,"IL","GAN","277,400",2.18,138800,"36 MILL PLAIN ROAD SUITE 211, DANBURY, CT 06811"
"6856",1973,"WOONSOCKET ST",818100,0,0,NA,FALSE,"IL","GAN","151,000",1.09,53500,"15 BERNHARD RD, NORTH HAVEN, CT 06473"
"6857",NA,"SCARBORO ST",36000,NA,NA,NA,FALSE,"IL","0800","36,000",0.08,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6858",1987,"30 GANDO DR",1602300,0,0,NA,FALSE,"IL","GAN","408,500",4.75,93600,"30 GANDO DR, NEW HAVEN, CT 06511"
"6859",NA,"30 GANDO DR",151800,NA,NA,NA,FALSE,"RM1","GAN","126,100",0.71,0,"30 GANDO DR, NEW HAVEN, CT 06511"
"6860",NA,"SCARBORO ST",37500,NA,NA,NA,FALSE,"IL","0800","37,500",0.11,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6861",NA,"SCARBORO ST",1300,NA,NA,NA,FALSE,"IL","0800","1,300",0.02,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6862",NA,"SCARBORO ST",37300,NA,NA,NA,FALSE,"IL","0800","37,300",0.11,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6863",NA,"SCARBORO ST",38300,NA,NA,NA,FALSE,"IL","0800","38,300",0.14,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6864",NA,"SCARBORO ST",37100,NA,NA,NA,FALSE,"RM1","0800","37,100",0.1,0,"251 MAIN ST, BUFFALO, NY 14203"
"6865",1934,"40 SCARBORO ST",125500,4,2,0,FALSE,"RM1","0800","40,600",0.23,0,"40 SCARBORO ST, NEW HAVEN, CT 06513"
"6866",1950,"560 MIDDLETOWN AV",109900,4,1,0,FALSE,"RM1","0800","41,200",0.27,0,"560 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6867",1958,"550 MIDDLETOWN AV",187400,4,2,0,TRUE,"RM1","0800","42,500",0.34,2100,"550 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6868",1958,"10 NEWPORT ST",130300,3,1,0,FALSE,"RM1","0800","38,200",0.14,0,"10 NEWPORT ST, NEW HAVEN, CT 06513"
"6869",NA,"NEWPORT ST",39900,NA,NA,NA,FALSE,"IL","0800","39,900",0.2,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6870",NA,"NEWPORT ST",35400,NA,NA,NA,FALSE,"IL","0800","35,400",0.07,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6871",NA,"NEWPORT ST",700,NA,NA,NA,FALSE,"IL","0800","700",0.01,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6872",NA,"NEWPORT ST",13800,NA,NA,NA,FALSE,"IL","0800","13,800",0.02,0,"165 CHURCH ST, NEW HAVEN, CT 06510"
"6873",NA,"468 MIDDLETOWN AV",42800,NA,NA,NA,FALSE,"RM1","0800","42,800",0.37,0,"30 GANDO DRIVE, NEW HAVEN, CT 06513"
"6874",1968,"466 MIDDLETOWN AV #1",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"P.O.BOX 841, SEYMOUR, CT 06483"
"6875",1968,"466 MIDDLETOWN AV #2",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV, NEW HAVEN, CT 06511"
"6876",1968,"466 MIDDLETOWN AV #3",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV U-3 BLDG A, NEW HAVEN, CT 06513"
"6877",1968,"466 MIDDLETOWN AV #4",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AVE 4 B-A, NEW HAVEN, CT 06513"
"6878",1968,"466 MIDDLETOWN AV #5",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV, NEW HAVEN, CT 06511"
"6879",1968,"466 MIDDLETOWN AV #6",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"549 LESTER RD, FAYETTEVILLE, GA 30215"
"6880",1968,"466 MIDDLETOWN AV #7",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV 7, NEW HAVEN, CT 06513"
"6881",1968,"466 MIDDLETOWN AV #8",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV   UNIT 8, NEW HAVEN, CT 06513"
"6882",1968,"466 MIDDLETOWN AV #9",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"35 BENJAMIN RD, EAST HAVEN, CT 06512"
"6883",1968,"466 MIDDLETOWN AV #10",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6884",1968,"466 MIDDLETOWN AV #11",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV  11, NEW HAVEN, CT 06513"
"6885",1968,"466 MIDDLETOWN AV #12",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV 12, NEW HAVEN, CT 06513"
"6886",1968,"466 MIDDLETOWN AV #13",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV    13, NEW HAVEN, CT 06513"
"6887",1968,"466 MIDDLETOWN AV #14",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV, NEW HAVEN, CT 06511"
"6888",1968,"466 MIDDLETOWN AV #15",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV #15, NEW HAVEN, CT 06513"
"6889",1968,"466 MIDDLETOWN AV #16",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV UNIT 20, NEW HAVEN, CT 06513"
"6890",1968,"466 MIDDLETOWN AV #17",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6891",1968,"466 MIDDLETOWN AV #18",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV 18, NEW HAVEN, CT 06513"
"6892",1968,"464 MIDDLETOWN AV #19",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"464 MIDDLETOWN AV, NEW HAVEN, CT 06513"
"6893",1968,"466 MIDDLETOWN AV #20",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AVE #20, NEW HAVEN, CT 06513"
"6894",1968,"466 MIDDLETOWN AV #21",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV BL F UN 21, NEW HAVEN, CT 06513"
"6895",1968,"466 MIDDLETOWN AV #22",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV  UNIT 22, NEW HAVEN, CT 06513"
"6896",1968,"466 MIDDLETOWN AV #23",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV 23, NEW HAVEN, CT 06513"
"6897",1968,"466 MIDDLETOWN AV #24",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV UNIT 24, NEW HAVEN, CT 06513"
"6898",1968,"466 MIDDLETOWN AV #25",62800,NA,NA,NA,FALSE,"RM1","0800","0",0,0,"466 MIDDLETOWN AV #25, NEW HAVEN, CT 06513"
